cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_00924,eNB_0086,Site_6978_Sector_3,SITE_0133,46.894134483529115,-120.07552619373708,West,Dense Urban,LTE,Band 12 (700MHz),Low,"CELL_01496,CELL_00551,CELL_01351,CELL_00864",Active
CELL_00925,eNB_0023,Site_1181_Sector_1,SITE_0286,47.60017285057832,-116.51056052374999,Northeast,Rural,LTE,Band 12 (700MHz),Medium,"CELL_00987,CELL_00121,CELL_01237,CELL_00479,CELL_01404,CELL_01101,CELL_00638,CELL_01480",Active
CELL_00926,eNB_0125,Site_5231_Sector_3,SITE_0299,29.97282655079167,-66.76644208849565,Southwest,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_00569,CELL_00667,CELL_00898,CELL_00419,CELL_00512,CELL_00273",Active
CELL_00927,eNB_0144,Site_1063_Sector_2,SITE_0386,48.45033522679125,-115.90612309298129,Midwest,Urban,5G NSA,Band 66 (AWS-3),Very High,"CELL_00800,CELL_00322,CELL_01323,CELL_00514,CELL_00386",Active
CELL_00928,eNB_0090,Site_2333_Sector_1,SITE_0197,39.17035721253124,-92.80720622585427,Pacific,Dense Urban,5G NSA,n71 (600MHz),Very High,"CELL_01233,CELL_00682,CELL_00940,CELL_00937,CELL_00215,CELL_00181",Active
CELL_00929,eNB_0124,Site_2737_Sector_1,SITE_0253,30.166904354177014,-79.1796260652856,Midwest,Highway,5G NSA,Band 66 (AWS-3),Very High,"CELL_00981,CELL_00234,CELL_01269,CELL_01453,CELL_00296,CELL_00700,CELL_00227",Active
CELL_00930,eNB_0013,Site_7570_Sector_2,SITE_0176,39.14874188276568,-85.23236534045152,Northeast,Suburban,5G NSA,Band 2 (1900MHz),Medium,"CELL_01470,CELL_00202,CELL_00563,CELL_00595,CELL_01231,CELL_00195,CELL_00415,CELL_00620",Active
CELL_00931,eNB_0092,Site_2764_Sector_1,SITE_0400,40.42423887718854,-104.67709233537568,Pacific,Urban,5G SA,Band 2 (1900MHz),Medium,"CELL_00451,CELL_01403,CELL_00585",Active
CELL_00932,eNB_0065,Site_6740_Sector_3,SITE_0089,29.699961797906134,-72.48550101614947,West,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_01271,CELL_00737,CELL_00467,CELL_00888,CELL_00980",Active
CELL_00933,eNB_0095,Site_9833_Sector_1,SITE_0040,25.413375687173964,-112.29069487192223,Northeast,Dense Urban,5G NSA,Band 12 (700MHz),Very High,"CELL_00471,CELL_00758,CELL_01048,CELL_00113,CELL_00740,CELL_00291,CELL_00683,CELL_00614",Active
CELL_00934,eNB_0188,Site_3712_Sector_1,SITE_0243,34.08866428011268,-72.28459544840733,Northeast,Urban,5G NSA,Band 71 (600MHz),Very High,"CELL_01251,CELL_01084,CELL_00359,CELL_00489,CELL_00769",Active
CELL_00935,eNB_0024,Site_2600_Sector_2,SITE_0316,42.26898580699461,-99.92287726800372,Southeast,Highway,5G SA,Band 66 (AWS-3),Very High,"CELL_01330,CELL_01052,CELL_01420,CELL_01055,CELL_01156,CELL_00332,CELL_00229,CELL_01112",Active
CELL_00936,eNB_0092,Site_5015_Sector_1,SITE_0129,35.14267336445827,-121.90430756262937,Midwest,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00455,CELL_00929,CELL_00047,CELL_00458,CELL_01108,CELL_00259",Active
CELL_00937,eNB_0184,Site_3793_Sector_3,SITE_0171,42.188086044356766,-78.43388350990465,Southwest,Suburban,LTE,n41 (2.5GHz),High,"CELL_00905,CELL_01144,CELL_00287,CELL_01402,CELL_00015,CELL_00458",Active
CELL_00938,eNB_0192,Site_5823_Sector_2,SITE_0352,33.83821146722811,-65.51375035071871,Midwest,Urban,LTE,Band 4 (AWS),Low,"CELL_00496,CELL_01165,CELL_01039,CELL_00080,CELL_00010,CELL_00834,CELL_01023",Active
CELL_00939,eNB_0146,Site_3242_Sector_2,SITE_0078,46.722772750036945,-116.62278735258265,Southwest,Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_00188,CELL_00939,CELL_00640,CELL_01280,CELL_01152,CELL_00533,CELL_00468",Active
CELL_00940,eNB_0120,Site_9796_Sector_3,SITE_0061,33.8722499914695,-83.54680212911612,Midwest,Rural,5G NSA,Band 12 (700MHz),High,"CELL_00276,CELL_00559,CELL_01339,CELL_00552,CELL_00995,CELL_01273,CELL_00426,CELL_01255",Active
CELL_00941,eNB_0198,Site_5942_Sector_1,SITE_0559,30.359090517817993,-124.91104917838287,Southeast,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_00917,CELL_00031,CELL_01245",Active
CELL_00942,eNB_0115,Site_1492_Sector_3,SITE_0584,25.356561489185218,-78.75930966067028,Pacific,Urban,LTE,n41 (2.5GHz),Very High,"CELL_01213,CELL_00818,CELL_00125",Active
CELL_00943,eNB_0041,Site_6393_Sector_1,SITE_0156,29.807941999698464,-93.06519634593985,Northeast,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_00670,CELL_00401,CELL_00496,CELL_00300,CELL_00882,CELL_01087,CELL_00746,CELL_01388",Active
CELL_00944,eNB_0185,Site_3097_Sector_1,SITE_0599,39.841561417373185,-79.97288084494231,Northeast,Suburban,LTE,n41 (2.5GHz),Low,"CELL_00001,CELL_01082,CELL_01203,CELL_01379",Degraded
CELL_00945,eNB_0058,Site_5105_Sector_1,SITE_0478,41.26876785861816,-90.28823282063982,West,Dense Urban,LTE,Band 71 (600MHz),High,"CELL_00290,CELL_00265,CELL_00250,CELL_00083,CELL_00914,CELL_00351",Active
CELL_00946,eNB_0197,Site_4024_Sector_2,SITE_0357,36.518934510130904,-114.95070277422589,Midwest,Urban,LTE,Band 2 (1900MHz),High,"CELL_00407,CELL_00597,CELL_00591,CELL_00952,CELL_00945,CELL_00963",Active
CELL_00947,eNB_0007,Site_6751_Sector_1,SITE_0090,38.15698198581064,-95.21282198967361,Midwest,Urban,LTE,Band 66 (AWS-3),Medium,"CELL_00322,CELL_00742,CELL_00820",Active
CELL_00948,eNB_0038,Site_3377_Sector_1,SITE_0353,28.914636441994713,-113.23970475836666,Northeast,Dense Urban,5G SA,n41 (2.5GHz),Low,"CELL_00503,CELL_01050,CELL_01337",Active
CELL_00949,eNB_0075,Site_3895_Sector_2,SITE_0394,45.30180572556837,-96.83142876846658,Southwest,Rural,5G NSA,n71 (600MHz),High,"CELL_01275,CELL_01029,CELL_01058,CELL_00196,CELL_00465,CELL_00417,CELL_00041",Active
CELL_00950,eNB_0156,Site_2082_Sector_2,SITE_0273,27.03910524460619,-115.43239974319944,West,Rural,5G SA,n41 (2.5GHz),High,"CELL_00459,CELL_00725,CELL_01412,CELL_00769,CELL_00925,CELL_01168",Degraded
CELL_00951,eNB_0154,Site_1233_Sector_3,SITE_0122,36.286266079611586,-95.79469304835808,Southwest,Dense Urban,5G SA,Band 12 (700MHz),Very High,"CELL_00453,CELL_01226,CELL_00326,CELL_00276,CELL_01200,CELL_01000,CELL_01491,CELL_01326",Active
CELL_00952,eNB_0177,Site_8941_Sector_1,SITE_0505,30.00466724430113,-124.60848615473722,Midwest,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00283,CELL_00594,CELL_01184,CELL_01128",Active
CELL_00953,eNB_0094,Site_7866_Sector_1,SITE_0531,26.78367978934328,-79.2418485568773,Pacific,Rural,LTE,Band 12 (700MHz),Low,"CELL_01160,CELL_01159,CELL_00285,CELL_01393",Active
CELL_00954,eNB_0046,Site_1723_Sector_3,SITE_0541,41.093317276937825,-80.18231958488367,Pacific,Rural,LTE,Band 2 (1900MHz),Medium,"CELL_00101,CELL_01089,CELL_00528,CELL_00654,CELL_00233",Active
CELL_00955,eNB_0025,Site_7319_Sector_1,SITE_0538,48.490950114513986,-91.77318313010394,Pacific,Dense Urban,5G NSA,Band 4 (AWS),High,"CELL_01232,CELL_00823,CELL_00990",Degraded
CELL_00956,eNB_0087,Site_7638_Sector_2,SITE_0234,39.41399842079289,-92.36005434609653,Southeast,Urban,LTE,n71 (600MHz),Medium,"CELL_01329,CELL_00788,CELL_00500,CELL_00826,CELL_00291,CELL_00410,CELL_01263",Maintenance
CELL_00957,eNB_0069,Site_9422_Sector_3,SITE_0217,48.153569892660194,-71.81563604140739,West,Urban,LTE,Band 2 (1900MHz),High,"CELL_00637,CELL_00189,CELL_00936,CELL_00418,CELL_00835,CELL_00531,CELL_00914,CELL_01152",Active
CELL_00958,eNB_0194,Site_2420_Sector_1,SITE_0388,32.32456456036398,-118.81213605079309,West,Suburban,5G SA,Band 66 (AWS-3),High,"CELL_00051,CELL_01135,CELL_00228,CELL_01272,CELL_00752",Active
CELL_00959,eNB_0036,Site_8250_Sector_2,SITE_0543,40.434747233588176,-93.79895506523773,Northeast,Suburban,5G NSA,n41 (2.5GHz),Very High,"CELL_01102,CELL_01339,CELL_00678,CELL_00350,CELL_00970,CELL_01210,CELL_01216,CELL_00206",Active
CELL_00960,eNB_0033,Site_7862_Sector_1,SITE_0542,42.11360356145711,-99.62976228242837,West,Highway,LTE,Band 2 (1900MHz),Very High,"CELL_00179,CELL_01306,CELL_00744,CELL_00336,CELL_00202,CELL_00353,CELL_00932",Active
CELL_00961,eNB_0112,Site_4800_Sector_1,SITE_0553,35.1411878217985,-107.204789170481,Southwest,Urban,5G NSA,n41 (2.5GHz),High,"CELL_01438,CELL_00662,CELL_01132,CELL_00982,CELL_00221,CELL_00647,CELL_00816,CELL_01107",Active
CELL_00962,eNB_0129,Site_1417_Sector_1,SITE_0074,44.467325011925034,-67.06068045697874,Southwest,Rural,LTE,n71 (600MHz),High,"CELL_01176,CELL_00944,CELL_01093,CELL_01087,CELL_01005,CELL_00459,CELL_00191",Active
CELL_00963,eNB_0196,Site_8805_Sector_3,SITE_0129,41.34998189167941,-93.09050199660116,Midwest,Highway,5G NSA,Band 71 (600MHz),High,"CELL_01404,CELL_01146,CELL_01380,CELL_00593,CELL_00888,CELL_00580,CELL_01276,CELL_01069",Active
CELL_00964,eNB_0025,Site_1635_Sector_3,SITE_0274,32.076550661810806,-120.9837581346141,Southwest,Dense Urban,LTE,Band 2 (1900MHz),Medium,"CELL_01199,CELL_01035,CELL_01293,CELL_01171,CELL_00866",Active
CELL_00965,eNB_0068,Site_2706_Sector_3,SITE_0136,25.448759570259966,-79.5766507830993,Pacific,Urban,5G NSA,Band 4 (AWS),Medium,"CELL_01423,CELL_01441,CELL_01311,CELL_00818,CELL_00855,CELL_00189,CELL_01087,CELL_00298",Active
CELL_00966,eNB_0078,Site_9877_Sector_3,SITE_0059,31.565648244441054,-71.83073803406552,Midwest,Highway,5G NSA,Band 4 (AWS),High,"CELL_01268,CELL_01188,CELL_00448,CELL_00489",Active
CELL_00967,eNB_0082,Site_4014_Sector_1,SITE_0156,42.91023164267536,-109.01207582984395,Southwest,Dense Urban,5G NSA,Band 12 (700MHz),Low,"CELL_00505,CELL_01172,CELL_01058,CELL_00967,CELL_01126",Active
CELL_00968,eNB_0051,Site_3202_Sector_2,SITE_0028,36.88329441794434,-74.60369820759546,West,Urban,LTE,n41 (2.5GHz),Low,"CELL_00527,CELL_00201,CELL_00113",Active
CELL_00969,eNB_0024,Site_1607_Sector_2,SITE_0136,45.76581200697232,-81.32998337397285,Northeast,Urban,LTE,n71 (600MHz),Very High,"CELL_00298,CELL_01495,CELL_00071",Degraded
CELL_00970,eNB_0087,Site_2280_Sector_1,SITE_0556,46.797740586619696,-88.62348336926257,Midwest,Suburban,5G SA,n71 (600MHz),High,"CELL_01183,CELL_00045,CELL_00791",Active
CELL_00971,eNB_0195,Site_3836_Sector_3,SITE_0525,36.27922217116473,-71.3807118569802,Southeast,Highway,5G NSA,Band 12 (700MHz),Low,"CELL_01134,CELL_00671,CELL_01204,CELL_00565,CELL_00472",Active
CELL_00972,eNB_0005,Site_4658_Sector_2,SITE_0165,25.671475985234185,-103.00085338374647,Northeast,Highway,5G SA,Band 4 (AWS),Medium,"CELL_00234,CELL_00631,CELL_00582",Active
CELL_00973,eNB_0164,Site_4085_Sector_2,SITE_0335,36.81971153067741,-69.80257064108707,Pacific,Suburban,5G SA,Band 4 (AWS),High,"CELL_00484,CELL_00454,CELL_01104,CELL_01139,CELL_00056,CELL_00230",Active
CELL_00974,eNB_0094,Site_5418_Sector_3,SITE_0026,31.509614402660635,-91.2258905698792,Southwest,Rural,5G SA,Band 71 (600MHz),High,"CELL_00210,CELL_00828,CELL_00302,CELL_01174,CELL_01154",Active
CELL_00975,eNB_0166,Site_3428_Sector_1,SITE_0456,39.01976029359795,-115.5791714354783,Pacific,Highway,5G NSA,n41 (2.5GHz),High,"CELL_00470,CELL_01365,CELL_00936,CELL_01429,CELL_00310,CELL_01094,CELL_01012,CELL_00581",Active
CELL_00976,eNB_0149,Site_6351_Sector_2,SITE_0542,33.662981644711785,-82.35919097038413,Northeast,Dense Urban,5G SA,n71 (600MHz),Low,"CELL_00913,CELL_00731,CELL_00987,CELL_00394,CELL_00626,CELL_01313",Active
CELL_00977,eNB_0118,Site_9241_Sector_2,SITE_0546,34.94094922334966,-115.6038272735098,Southwest,Dense Urban,LTE,Band 4 (AWS),Medium,"CELL_00801,CELL_00349,CELL_00401",Active
CELL_00978,eNB_0103,Site_6817_Sector_2,SITE_0468,29.318869758966176,-114.46042814829426,Northeast,Highway,LTE,Band 71 (600MHz),Medium,"CELL_00588,CELL_00778,CELL_00804,CELL_01457,CELL_00469",Active
CELL_00979,eNB_0115,Site_4860_Sector_3,SITE_0090,36.8728044185483,-107.5169515757417,Midwest,Dense Urban,LTE,n41 (2.5GHz),High,"CELL_00155,CELL_00562,CELL_01474",Active
CELL_00980,eNB_0122,Site_5722_Sector_1,SITE_0208,46.601760170574124,-86.10327302874582,Southwest,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_01479,CELL_01336,CELL_01454",Active
CELL_00981,eNB_0179,Site_8363_Sector_2,SITE_0024,45.51406878139134,-81.95633243176431,Southeast,Suburban,LTE,n71 (600MHz),High,"CELL_00572,CELL_01031,CELL_00111",Active
CELL_00982,eNB_0130,Site_1647_Sector_3,SITE_0411,34.68099571214709,-107.17411364652973,Southeast,Rural,LTE,Band 66 (AWS-3),Low,"CELL_01006,CELL_00537,CELL_01076,CELL_00562,CELL_00908",Active
CELL_00983,eNB_0084,Site_4816_Sector_3,SITE_0260,31.096431452605543,-100.90161621490103,Southwest,Rural,5G NSA,Band 2 (1900MHz),High,"CELL_00217,CELL_01294,CELL_00759,CELL_00241",Active
CELL_00984,eNB_0084,Site_1631_Sector_2,SITE_0551,39.35270821195523,-83.34655063328863,West,Suburban,5G NSA,Band 2 (1900MHz),Medium,"CELL_00531,CELL_01190,CELL_01496,CELL_00752,CELL_00956,CELL_00178,CELL_00948,CELL_00981",Active
CELL_00985,eNB_0151,Site_3968_Sector_3,SITE_0058,40.820573803402326,-92.9196333676824,West,Dense Urban,LTE,Band 71 (600MHz),High,"CELL_00089,CELL_00806,CELL_00795,CELL_00939,CELL_00297,CELL_00403",Active
CELL_00986,eNB_0057,Site_4537_Sector_1,SITE_0431,36.197499550647144,-120.202717754537,Southeast,Dense Urban,5G NSA,Band 66 (AWS-3),High,"CELL_01209,CELL_01403,CELL_00430,CELL_00259,CELL_01072,CELL_01246",Active
CELL_00987,eNB_0043,Site_9196_Sector_1,SITE_0315,35.291441966997404,-92.17994608075901,West,Urban,LTE,Band 12 (700MHz),Medium,"CELL_00712,CELL_00570,CELL_00906,CELL_00558",Active
CELL_00988,eNB_0087,Site_7057_Sector_2,SITE_0310,47.51898644294935,-107.60327683452977,Southeast,Urban,LTE,Band 4 (AWS),High,"CELL_01446,CELL_00997,CELL_00250,CELL_00689,CELL_00926",Active
CELL_00989,eNB_0091,Site_1171_Sector_2,SITE_0433,35.937337784176016,-99.42851359919099,Southwest,Urban,LTE,Band 4 (AWS),High,"CELL_01060,CELL_01087,CELL_00044,CELL_00822,CELL_00341,CELL_00097,CELL_00656",Active
CELL_00990,eNB_0112,Site_9707_Sector_2,SITE_0165,41.9829897613742,-95.62950206454086,Midwest,Suburban,5G NSA,n71 (600MHz),High,"CELL_00501,CELL_01174,CELL_01374,CELL_01114,CELL_00756,CELL_00708",Active
CELL_00991,eNB_0012,Site_9876_Sector_3,SITE_0429,48.78764640840289,-103.96789806331427,Southwest,Suburban,LTE,Band 12 (700MHz),High,"CELL_01174,CELL_00101,CELL_00314,CELL_00736,CELL_00726",Active
CELL_00992,eNB_0172,Site_5418_Sector_1,SITE_0400,29.421320990263805,-102.14808414604212,Midwest,Highway,LTE,Band 12 (700MHz),Very High,"CELL_00288,CELL_01114,CELL_01202,CELL_01090,CELL_00381,CELL_00970,CELL_00489",Active
CELL_00993,eNB_0153,Site_7038_Sector_1,SITE_0089,33.43602389870035,-123.92187519562218,Midwest,Urban,LTE,n41 (2.5GHz),Low,"CELL_01224,CELL_00691,CELL_00052,CELL_00444,CELL_01446,CELL_00301",Active
CELL_00994,eNB_0147,Site_7093_Sector_2,SITE_0113,42.05017882410196,-99.41443871168718,Pacific,Dense Urban,LTE,n71 (600MHz),Medium,"CELL_00837,CELL_01449,CELL_00984,CELL_00127",Active
CELL_00995,eNB_0161,Site_4839_Sector_1,SITE_0475,36.35820872035287,-79.16590795397833,Southeast,Urban,5G SA,n41 (2.5GHz),High,"CELL_00738,CELL_01060,CELL_00191,CELL_00577,CELL_00681",Active
CELL_00996,eNB_0184,Site_9542_Sector_3,SITE_0237,34.86115693958273,-69.51261837031439,Northeast,Highway,LTE,n71 (600MHz),Very High,"CELL_00572,CELL_00882,CELL_00916,CELL_00003,CELL_00186,CELL_00611,CELL_00494,CELL_00303",Active
CELL_00997,eNB_0145,Site_9356_Sector_2,SITE_0159,48.73022159975638,-103.08342780458352,Pacific,Rural,LTE,Band 66 (AWS-3),Low,"CELL_00197,CELL_01013,CELL_00052,CELL_00837,CELL_00013",Degraded
CELL_00998,eNB_0193,Site_4844_Sector_1,SITE_0044,38.78465407915401,-112.73105534617645,Southeast,Highway,LTE,Band 12 (700MHz),Low,"CELL_01322,CELL_00444,CELL_00499",Active
CELL_00999,eNB_0060,Site_8806_Sector_3,SITE_0449,29.759502288476384,-105.47084245068841,Southeast,Highway,LTE,Band 71 (600MHz),High,"CELL_01323,CELL_00751,CELL_00159,CELL_00075,CELL_00694,CELL_00589,CELL_00543,CELL_01406",Active
CELL_01000,eNB_0139,Site_1943_Sector_1,SITE_0304,34.90488343530479,-122.05816184493455,West,Urban,LTE,Band 2 (1900MHz),High,"CELL_01498,CELL_00556,CELL_00266,CELL_00906,CELL_01233,CELL_00896",Active
CELL_01001,eNB_0102,Site_4498_Sector_2,SITE_0270,30.351410550709247,-76.59615088393338,Pacific,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00116,CELL_00921,CELL_01406,CELL_00686,CELL_01491",Active
CELL_01002,eNB_0058,Site_2590_Sector_1,SITE_0267,35.302961161888994,-67.38017177940489,Southeast,Suburban,5G SA,Band 2 (1900MHz),Low,"CELL_00475,CELL_00460,CELL_00783",Active
CELL_01003,eNB_0153,Site_5122_Sector_1,SITE_0065,43.14500327962316,-82.8207302338104,Southwest,Highway,5G SA,Band 12 (700MHz),High,"CELL_00106,CELL_01206,CELL_00069,CELL_00974,CELL_00672,CELL_00443,CELL_01137",Active
CELL_01004,eNB_0027,Site_9363_Sector_1,SITE_0369,31.591252418373664,-96.82367541444658,Southwest,Dense Urban,LTE,Band 12 (700MHz),Medium,"CELL_00006,CELL_00491,CELL_00294,CELL_00058,CELL_00078,CELL_00096,CELL_00413",Active
CELL_01005,eNB_0125,Site_8243_Sector_2,SITE_0279,39.10314863284092,-123.32684277372417,Southwest,Dense Urban,LTE,Band 66 (AWS-3),Very High,"CELL_00587,CELL_00215,CELL_00433,CELL_00551,CELL_00447",Active
CELL_01006,eNB_0022,Site_5542_Sector_2,SITE_0506,36.00744632036174,-79.9955275402578,Southeast,Highway,LTE,Band 4 (AWS),Medium,"CELL_00791,CELL_00151,CELL_01394,CELL_00206,CELL_00007",Active
CELL_01007,eNB_0045,Site_1047_Sector_3,SITE_0071,34.2279291121805,-116.9742183384842,Southeast,Rural,LTE,Band 66 (AWS-3),High,"CELL_00557,CELL_00008,CELL_00351,CELL_00785,CELL_00830,CELL_00686,CELL_01100,CELL_01022",Active
CELL_01008,eNB_0066,Site_5265_Sector_1,SITE_0099,41.04928667301175,-88.37023915003935,Southwest,Highway,LTE,n41 (2.5GHz),Very High,"CELL_00058,CELL_00985,CELL_00481,CELL_00818,CELL_00217,CELL_00905",Active
CELL_01009,eNB_0198,Site_5629_Sector_3,SITE_0497,38.57964394403893,-124.52317964832332,Southwest,Suburban,5G SA,Band 4 (AWS),Medium,"CELL_00534,CELL_01196,CELL_00856,CELL_01372,CELL_00031,CELL_00027,CELL_01436",Active
CELL_01010,eNB_0028,Site_3460_Sector_3,SITE_0514,38.24516360776562,-101.4497759641587,Southeast,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00864,CELL_00539,CELL_00421,CELL_01465,CELL_01156,CELL_01047,CELL_01414,CELL_00235",Active
CELL_01011,eNB_0199,Site_6057_Sector_3,SITE_0250,33.05719034620442,-68.82406859767667,Northeast,Suburban,LTE,Band 71 (600MHz),High,"CELL_01220,CELL_00135,CELL_00407,CELL_00171,CELL_01129,CELL_00671,CELL_01021",Active
CELL_01012,eNB_0197,Site_7737_Sector_3,SITE_0252,45.38475234690892,-82.99814942806348,Midwest,Dense Urban,5G NSA,n71 (600MHz),Very High,"CELL_00562,CELL_00126,CELL_00036,CELL_01483,CELL_00875",Active
CELL_01013,eNB_0127,Site_7252_Sector_1,SITE_0598,45.53424590056856,-82.38543281292101,West,Suburban,LTE,Band 4 (AWS),Low,"CELL_00718,CELL_01129,CELL_01162",Active
CELL_01014,eNB_0101,Site_8295_Sector_3,SITE_0310,47.9216776444821,-85.461815744533,Northeast,Suburban,5G SA,n71 (600MHz),Medium,"CELL_00635,CELL_00203,CELL_00148",Active
CELL_01015,eNB_0200,Site_3249_Sector_2,SITE_0266,41.90417045417214,-94.27455092725631,West,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00592,CELL_01151,CELL_00342",Active
CELL_01016,eNB_0128,Site_3826_Sector_2,SITE_0369,34.934960456674425,-84.53041899803114,Northeast,Suburban,5G NSA,Band 66 (AWS-3),Low,"CELL_00624,CELL_00210,CELL_01433",Active
CELL_01017,eNB_0015,Site_1373_Sector_1,SITE_0243,45.59346131571271,-93.88903816500542,Midwest,Urban,LTE,Band 66 (AWS-3),Medium,"CELL_00205,CELL_00367,CELL_01077,CELL_01444,CELL_00016,CELL_00932",Active
CELL_01018,eNB_0036,Site_8927_Sector_3,SITE_0241,45.62745272549784,-114.35565498040614,Pacific,Highway,5G NSA,Band 12 (700MHz),Very High,"CELL_00294,CELL_00258,CELL_00486,CELL_00430,CELL_01166,CELL_00697,CELL_01260",Active
CELL_01019,eNB_0162,Site_5753_Sector_3,SITE_0407,41.09826958905199,-84.3683157387624,Southwest,Urban,LTE,n71 (600MHz),High,"CELL_00023,CELL_00390,CELL_01235,CELL_01222,CELL_01056,CELL_00214",Active
CELL_01020,eNB_0041,Site_6870_Sector_3,SITE_0436,36.323538690896825,-103.95063786760142,West,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_01075,CELL_00072,CELL_00411,CELL_00233,CELL_01154",Active
CELL_01021,eNB_0191,Site_1526_Sector_3,SITE_0317,34.5688304286267,-82.74780017096566,West,Urban,LTE,n71 (600MHz),High,"CELL_01437,CELL_01356,CELL_00211,CELL_01242,CELL_01290,CELL_00803",Active
CELL_01022,eNB_0117,Site_9932_Sector_3,SITE_0033,32.704952797753435,-112.5026343933812,Pacific,Suburban,LTE,n71 (600MHz),Medium,"CELL_01334,CELL_00122,CELL_00438,CELL_00920,CELL_01254,CELL_00102",Active
CELL_01023,eNB_0037,Site_7924_Sector_1,SITE_0166,31.04999986233406,-72.40788299182131,Northeast,Rural,LTE,Band 12 (700MHz),High,"CELL_00120,CELL_00119,CELL_01488",Active
CELL_01024,eNB_0164,Site_5647_Sector_3,SITE_0226,27.29411545424681,-101.16716389940761,West,Rural,5G NSA,n41 (2.5GHz),Low,"CELL_01166,CELL_00903,CELL_00471,CELL_00457,CELL_01205,CELL_01102,CELL_00902",Active
CELL_01025,eNB_0101,Site_5795_Sector_2,SITE_0527,44.171160942671214,-94.77266591306831,West,Dense Urban,LTE,Band 71 (600MHz),Very High,"CELL_01000,CELL_01465,CELL_01083",Active
CELL_01026,eNB_0068,Site_6312_Sector_3,SITE_0001,33.091056698375745,-87.57804818070379,Northeast,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_00668,CELL_01494,CELL_00750,CELL_01031,CELL_00474",Active
CELL_01027,eNB_0031,Site_6506_Sector_3,SITE_0089,45.70138994776611,-117.25750834845712,Northeast,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00248,CELL_01379,CELL_00775,CELL_00814",Active
CELL_01028,eNB_0151,Site_6630_Sector_3,SITE_0515,39.05405026463824,-86.93206891784318,Pacific,Rural,LTE,Band 12 (700MHz),Low,"CELL_00533,CELL_00023,CELL_00122,CELL_00475",Active
CELL_01029,eNB_0185,Site_4056_Sector_1,SITE_0220,48.174106832840494,-69.69377603386874,West,Urban,LTE,Band 12 (700MHz),High,"CELL_00916,CELL_01263,CELL_00892,CELL_01404",Active
CELL_01030,eNB_0188,Site_2274_Sector_2,SITE_0257,29.56039759699906,-68.44627586148688,Southeast,Urban,5G NSA,n71 (600MHz),High,"CELL_01392,CELL_00258,CELL_00715,CELL_00192,CELL_00728,CELL_00969,CELL_01183,CELL_00181",Active
CELL_01031,eNB_0119,Site_1867_Sector_3,SITE_0254,45.02290588883506,-72.38123711572749,Southeast,Urban,LTE,Band 4 (AWS),Medium,"CELL_01471,CELL_01198,CELL_01224,CELL_00040,CELL_01123,CELL_01469,CELL_01271",Active
CELL_01032,eNB_0012,Site_6060_Sector_2,SITE_0106,29.89623039794632,-122.10721833741682,Pacific,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_01241,CELL_00005,CELL_00189,CELL_00346,CELL_01293,CELL_01140",Active
CELL_01033,eNB_0089,Site_8595_Sector_1,SITE_0124,42.61563485240671,-94.14946544567687,Southeast,Rural,LTE,n71 (600MHz),High,"CELL_00447,CELL_00663,CELL_00452,CELL_01275,CELL_00813,CELL_00943,CELL_00730,CELL_00846",Active
CELL_01034,eNB_0097,Site_5090_Sector_2,SITE_0521,42.306660547339405,-83.5203487859294,Southwest,Highway,LTE,n71 (600MHz),High,"CELL_00296,CELL_01066,CELL_00940",Active
