event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00003259,2025-10-31 17:23:59.973878,3102601000000579,mme-03.tmobile.net,CELL-0051,Authentication,NAS-301,310-260,TAC-6885,Signaling storm detected - network congestion,TAU Accept,False,False,True,None,None
EVT-00003260,2025-10-31 17:24:29.973878,3102601000000294,mme-03.tmobile.net,CELL-0052,Authentication,NAS-301,310-260,TAC-6607,Bearer modification rejected - HSS sync failure,Handover Required,False,False,True,None,None
EVT-00003261,2025-10-31 17:07:32.973878,3102601000000004,mme-03.tmobile.net,CELL-0024,Authentication,HSS-401,310-260,TAC-4738,Signaling storm detected - network congestion,Attach Accept,False,False,True,None,None
EVT-00003262,2025-10-31 17:13:42.973878,3102601000000102,mme-03.tmobile.net,CELL-0052,Authentication,HSS-401,310-800,TAC-3906,Bearer modification rejected - invalid subscriber data,Initial UE Message,False,False,True,None,None
EVT-00003263,2025-10-01 19:34:53.973878,3102601000000719,mme-02.tmobile.net,CELL-0071,TAU,S1AP-201,310-260,TAC-7308,PDN connectivity failure - authentication timeout,Attach Accept,False,False,False,None,None
EVT-00003264,2025-10-01 20:41:51.973878,3102601000000067,mme-02.tmobile.net,CELL-0037,Service Request,S1AP-201,310-260,TAC-3594,Authentication failure for subscriber - security check failed,Uplink NAS Transport,False,False,False,None,None
EVT-00003265,2025-10-01 19:46:25.973878,3102601000000006,mme-02.tmobile.net,CELL-0049,TAU,S1AP-201,310-260,TAC-8787,Signaling storm detected - signaling timeout,Authentication Request,False,False,False,None,None
EVT-00003266,2025-10-01 19:53:23.973878,3102601000000416,mme-02.tmobile.net,CELL-0068,TAU,NAS-302,310-260,TAC-3508,Handover failure from CELL-0068 to CELL-0068 - cell overload,S1 Setup Request,False,False,False,None,None
EVT-00003267,2025-10-01 20:00:29.973878,3102601000000759,mme-02.tmobile.net,CELL-0027,TAU,S1AP-201,310-260,TAC-8368,Signaling storm detected - authentication timeout,Path Switch Request,False,False,False,None,None
EVT-00003268,2025-10-01 21:09:03.973878,3102601000000084,mme-02.tmobile.net,CELL-0047,Attach,S1AP-201,310-260,TAC-8772,Authentication failure for subscriber - invalid subscriber data,Path Switch Request,True,False,False,None,None
EVT-00003269,2025-10-01 19:08:18.973878,3102601000000328,mme-02.tmobile.net,CELL-0049,Attach,S1AP-201,310-800,TAC-3480,Resource exhaustion on mme-02.tmobile.net - authentication timeout,Uplink NAS Transport,True,False,False,None,None
EVT-00003270,2025-10-01 21:09:24.973878,3102601000000482,mme-02.tmobile.net,CELL-0004,TAU,S1AP-201,310-260,TAC-5527,Bearer modification rejected - network congestion,Attach Accept,False,False,False,None,None
EVT-00003271,2025-10-01 21:22:58.973878,3102601000000433,mme-02.tmobile.net,CELL-0073,Attach,EMM-003,310-260,TAC-4823,PDN connectivity failure - authentication timeout,TAU Accept,True,False,False,None,None
EVT-00003272,2025-10-01 19:45:33.973878,3102601000000565,mme-02.tmobile.net,CELL-0080,TAU,NAS-302,310-490,TAC-3162,PDN connectivity failure - authentication timeout,Path Switch Request,False,False,False,None,None
EVT-00003273,2025-10-01 18:47:31.973878,3102601000000656,mme-02.tmobile.net,CELL-0037,TAU,EMM-003,310-260,TAC-8402,Bearer modification rejected - hardware failure,Uplink NAS Transport,False,False,False,None,None
EVT-00003274,2025-10-01 18:44:36.973878,3102601000000482,mme-02.tmobile.net,CELL-0037,TAU,NAS-302,310-490,TAC-6125,Signaling storm detected - HSS sync failure,Uplink NAS Transport,False,False,False,None,None
EVT-00003275,2025-10-01 18:47:15.973878,3102601000000329,mme-02.tmobile.net,CELL-0068,TAU,S1AP-201,310-260,TAC-9024,Signaling storm detected - roaming restriction,Path Switch Request,False,False,False,None,None
EVT-00003276,2025-10-01 19:52:20.973878,3102601000000222,mme-02.tmobile.net,CELL-0011,Attach,S1AP-201,310-800,TAC-9571,Service request timeout - security check failed,Attach Accept,True,False,False,None,None
EVT-00003277,2025-10-01 20:45:54.973878,3102601000000482,mme-02.tmobile.net,CELL-0047,Service Request,S1AP-201,310-260,TAC-7799,HSS unreachable during Service Request - database sync issue,TAU Accept,False,False,False,None,None
EVT-00003278,2025-10-01 19:26:19.973878,3102601000000222,mme-02.tmobile.net,CELL-0011,TAU,S1AP-201,310-260,TAC-1733,PDN connectivity failure - authentication timeout,Uplink NAS Transport,False,False,False,None,None
EVT-00003279,2025-10-01 20:33:19.973878,3102601000000287,mme-02.tmobile.net,CELL-0011,Attach,S1AP-201,310-260,TAC-6379,PDN connectivity failure - roaming restriction,Initial UE Message,True,False,False,None,None
EVT-00003280,2025-10-01 19:57:42.973878,3102601000000604,mme-02.tmobile.net,CELL-0048,TAU,S1AP-201,310-260,TAC-1922,PDN connectivity failure - database corruption,Handover Required,False,False,False,None,None
EVT-00003281,2025-10-01 18:44:42.973878,3102601000000210,mme-02.tmobile.net,CELL-0070,Attach,NAS-302,310-260,TAC-3754,HSS unreachable during Attach - database sync issue,Handover Required,True,False,False,None,None
EVT-00003282,2025-10-01 20:42:35.973878,3102601000000315,mme-02.tmobile.net,CELL-0047,TAU,S1AP-201,310-260,TAC-9978,Attach rejected due to roaming restriction on MME mme-02.tmobile.net,Uplink NAS Transport,False,False,False,None,None
EVT-00003283,2025-10-01 19:33:47.973878,3102601000000260,mme-02.tmobile.net,CELL-0001,TAU,S1AP-201,310-260,TAC-6952,Signaling storm detected - HSS sync failure,Path Switch Request,False,False,False,None,None
EVT-00003284,2025-10-01 20:22:25.973878,3102601000000753,mme-02.tmobile.net,CELL-0048,TAU,S1AP-201,310-260,TAC-3712,Service request timeout - software bug,Attach Accept,False,False,False,None,None
EVT-00003285,2025-10-01 20:28:57.973878,3102601000000394,mme-02.tmobile.net,CELL-0057,TAU,S1AP-201,310-260,TAC-2355,HSS unreachable during TAU - database sync issue,Attach Accept,False,False,False,None,None
EVT-00003286,2025-10-01 20:39:01.973878,3102601000000561,mme-02.tmobile.net,CELL-0011,Attach,NAS-302,310-260,TAC-6973,HSS unreachable during Attach - database sync issue,Initial UE Message,True,False,False,None,None
EVT-00003287,2025-10-01 20:53:01.973878,3102601000000482,mme-02.tmobile.net,CELL-0048,TAU,EMM-003,310-260,TAC-1786,Signaling storm detected - database corruption,Attach Accept,False,False,False,None,None
EVT-00003288,2025-10-01 18:44:59.973878,3102601000000421,mme-02.tmobile.net,CELL-0049,TAU,EMM-003,310-260,TAC-8822,Attach rejected due to invalid subscriber data on MME mme-02.tmobile.net,Authentication Request,False,False,False,None,None
EVT-00003289,2025-10-01 19:16:58.973878,3102601000000176,mme-02.tmobile.net,CELL-0027,Service Request,S1AP-201,310-260,TAC-9991,Service request timeout - hardware failure,Initial UE Message,False,False,False,None,None
EVT-00003290,2025-10-01 19:41:50.973878,3102601000000475,mme-02.tmobile.net,CELL-0047,Service Request,EMM-003,310-490,TAC-6963,Resource exhaustion on mme-02.tmobile.net - invalid subscriber data,Uplink NAS Transport,False,False,False,None,None
EVT-00003291,2025-10-01 18:53:38.973878,3102601000000491,mme-02.tmobile.net,CELL-0004,TAU,NAS-302,310-260,TAC-4971,Resource exhaustion on mme-02.tmobile.net - insufficient resources,Downlink NAS Transport,False,False,False,None,None
EVT-00003292,2025-10-01 19:49:58.973878,3102601000000158,mme-02.tmobile.net,CELL-0037,Service Request,S1AP-201,310-260,TAC-9838,TAU rejected - signaling timeout,Attach Accept,False,False,False,None,None
EVT-00003293,2025-10-01 20:36:38.973878,3102601000000158,mme-02.tmobile.net,CELL-0073,TAU,NAS-302,310-260,TAC-5124,Resource exhaustion on mme-02.tmobile.net - roaming restriction,Downlink NAS Transport,False,False,False,None,None
EVT-00003294,2025-10-01 21:24:33.973878,3102601000000604,mme-02.tmobile.net,CELL-0049,Attach,NAS-302,310-490,TAC-8476,HSS unreachable during Attach - database sync issue,TAU Accept,True,False,False,None,None
EVT-00003295,2025-10-01 19:13:54.973878,3102601000000222,mme-02.tmobile.net,CELL-0057,Service Request,S1AP-201,310-260,TAC-4712,TAU rejected - cell overload,Handover Required,False,False,False,None,None
EVT-00003296,2025-10-01 21:22:32.973878,3102601000000329,mme-02.tmobile.net,CELL-0070,Service Request,EMM-003,310-260,TAC-5080,PDN connectivity failure - database corruption,Initial UE Message,False,False,False,None,None
EVT-00003297,2025-10-01 20:02:09.973878,3102601000000666,mme-02.tmobile.net,CELL-0071,TAU,S1AP-201,310-260,TAC-2315,TAU rejected - cell overload,Authentication Request,False,False,False,None,None
EVT-00003298,2025-10-01 20:51:06.973878,3102601000000385,mme-02.tmobile.net,CELL-0073,TAU,S1AP-201,310-260,TAC-5417,HSS unreachable during TAU - database sync issue,Attach Accept,False,False,False,None,None
EVT-00003299,2025-10-01 21:28:51.973878,3102601000000041,mme-02.tmobile.net,CELL-0048,Service Request,EMM-003,310-260,TAC-8620,Signaling storm detected - cell overload,Downlink NAS Transport,False,False,False,None,None
EVT-00003300,2025-10-01 21:15:13.973878,3102601000000673,mme-02.tmobile.net,CELL-0004,TAU,EMM-003,310-490,TAC-3596,Bearer modification rejected - authentication timeout,TAU Accept,False,False,False,None,None
EVT-00003301,2025-10-01 21:33:58.973878,3102601000000684,mme-02.tmobile.net,CELL-0080,TAU,S1AP-201,310-490,TAC-4233,Service request timeout - database corruption,Path Switch Request,False,False,False,None,None
EVT-00003302,2025-10-01 20:39:39.973878,3102601000000244,mme-02.tmobile.net,CELL-0080,TAU,NAS-302,310-260,TAC-3577,Resource exhaustion on mme-02.tmobile.net - network congestion,Initial UE Message,False,False,False,None,None
EVT-00003303,2025-10-01 20:48:46.973878,3102601000000416,mme-02.tmobile.net,CELL-0004,Service Request,NAS-302,310-490,TAC-7949,TAU rejected - HSS sync failure,Handover Required,False,False,False,None,None
EVT-00003304,2025-10-01 20:57:31.973878,3102601000000097,mme-02.tmobile.net,CELL-0037,Service Request,NAS-302,310-260,TAC-3539,Signaling storm detected - signaling timeout,Downlink NAS Transport,False,False,False,None,None
EVT-00003305,2025-10-01 20:02:56.973878,3102601000000084,mme-02.tmobile.net,CELL-0047,TAU,NAS-302,310-490,TAC-4011,Authentication failure for subscriber - hardware failure,Uplink NAS Transport,False,False,False,None,None
EVT-00003306,2025-10-01 20:52:29.973878,3102601000000673,mme-02.tmobile.net,CELL-0027,TAU,NAS-302,310-490,TAC-3236,Attach rejected due to hardware failure on MME mme-02.tmobile.net,TAU Accept,False,False,False,None,None
EVT-00003307,2025-10-01 20:39:46.973878,3102601000000047,mme-02.tmobile.net,CELL-0071,TAU,S1AP-201,310-260,TAC-3034,Resource exhaustion on mme-02.tmobile.net - hardware failure,TAU Accept,False,False,False,None,None
EVT-00003308,2025-10-01 20:18:49.973878,3102601000000623,mme-02.tmobile.net,CELL-0073,TAU,EMM-003,310-260,TAC-7441,Resource exhaustion on mme-02.tmobile.net - roaming restriction,S1 Setup Request,False,False,False,None,None
EVT-00003309,2025-10-01 19:38:41.973878,3102601000000561,mme-02.tmobile.net,CELL-0001,Service Request,EMM-003,310-800,TAC-7055,Attach rejected due to authentication timeout on MME mme-02.tmobile.net,Initial UE Message,False,False,False,None,None
EVT-00003310,2025-10-01 20:42:31.973878,3102601000000385,mme-02.tmobile.net,CELL-0037,Service Request,S1AP-201,310-260,TAC-4007,PDN connectivity failure - HSS sync failure,S1 Setup Request,False,False,False,None,None
EVT-00003311,2025-10-01 20:34:30.973878,3102601000000084,mme-02.tmobile.net,CELL-0027,TAU,NAS-302,310-260,TAC-6321,Attach rejected due to database corruption on MME mme-02.tmobile.net,Authentication Request,False,False,False,None,None
EVT-00003312,2025-10-01 19:44:34.973878,3102601000000728,mme-02.tmobile.net,CELL-0011,TAU,S1AP-201,310-260,TAC-8346,Service request timeout - hardware failure,Initial UE Message,False,False,False,None,None
EVT-00003313,2025-10-01 20:33:46.973878,3102601000000166,mme-02.tmobile.net,CELL-0011,Attach,EMM-003,310-260,TAC-8442,PDN connectivity failure - cell overload,Handover Required,True,False,False,None,None
EVT-00003314,2025-10-01 19:05:05.973878,3102601000000585,mme-02.tmobile.net,CELL-0049,Service Request,S1AP-201,310-260,TAC-5093,Attach rejected due to network congestion on MME mme-02.tmobile.net,TAU Accept,False,False,False,None,None
EVT-00003315,2025-10-01 18:51:16.973878,3102601000000565,mme-02.tmobile.net,CELL-0004,TAU,NAS-302,310-490,TAC-4007,Authentication failure for subscriber - hardware failure,Initial UE Message,False,False,False,None,None
EVT-00003316,2025-10-01 20:59:15.973878,3102601000000656,mme-02.tmobile.net,CELL-0070,TAU,EMM-003,310-490,TAC-2083,HSS unreachable during TAU - database sync issue,TAU Accept,False,False,False,None,None
EVT-00003317,2025-10-01 21:04:02.973878,3102601000000194,mme-02.tmobile.net,CELL-0080,TAU,NAS-302,310-260,TAC-1968,Resource exhaustion on mme-02.tmobile.net - security check failed,S1 Setup Request,False,False,False,None,None
EVT-00003318,2025-10-01 20:14:34.973878,3102601000000006,mme-02.tmobile.net,CELL-0070,Service Request,EMM-003,310-260,TAC-9725,PDN connectivity failure - database corruption,Downlink NAS Transport,False,False,False,None,None
EVT-00003319,2025-10-01 20:13:02.973878,3102601000000684,mme-02.tmobile.net,CELL-0047,Attach,S1AP-201,310-260,TAC-5687,Attach rejected due to cell overload on MME mme-02.tmobile.net,S1 Setup Request,True,False,False,None,None
EVT-00003320,2025-10-01 21:13:45.973878,3102601000000433,mme-02.tmobile.net,CELL-0004,Attach,NAS-302,310-260,TAC-5903,Signaling storm detected - HSS sync failure,Handover Required,True,False,False,None,None
EVT-00003321,2025-10-01 18:53:53.973878,3102601000000287,mme-02.tmobile.net,CELL-0070,TAU,NAS-302,310-260,TAC-5519,PDN connectivity failure - cell overload,Authentication Request,False,False,False,None,None
EVT-00003322,2025-10-01 19:58:33.973878,3102601000000176,mme-02.tmobile.net,CELL-0046,TAU,EMM-003,310-800,TAC-6291,TAU rejected - HSS sync failure,Uplink NAS Transport,False,False,False,None,None
EVT-00003323,2025-10-01 18:56:03.973878,3102601000000260,mme-02.tmobile.net,CELL-0004,Attach,S1AP-201,310-260,TAC-9900,Resource exhaustion on mme-02.tmobile.net - signaling timeout,S1 Setup Request,True,False,False,None,None
EVT-00003324,2025-10-01 20:06:24.973878,3102601000000303,mme-02.tmobile.net,CELL-0068,Service Request,NAS-302,310-260,TAC-1800,Signaling storm detected - database corruption,Downlink NAS Transport,False,False,False,None,None
EVT-00003325,2025-10-01 19:25:09.973878,3102601000000210,mme-02.tmobile.net,CELL-0073,TAU,NAS-302,310-260,TAC-4574,Authentication failure for subscriber - cell overload,Attach Accept,False,False,False,None,None
EVT-00003326,2025-10-01 19:31:43.973878,3102601000000393,mme-02.tmobile.net,CELL-0071,Service Request,S1AP-201,310-260,TAC-1074,HSS unreachable during Service Request - database sync issue,Handover Required,False,False,False,None,None
EVT-00003327,2025-10-01 21:02:08.973878,3102601000000041,mme-02.tmobile.net,CELL-0070,Attach,S1AP-201,310-260,TAC-4502,HSS unreachable during Attach - database sync issue,S1 Setup Request,True,False,False,None,None
EVT-00003328,2025-10-01 19:41:37.973878,3102601000000394,mme-02.tmobile.net,CELL-0001,Service Request,NAS-302,310-260,TAC-9705,PDN connectivity failure - authentication timeout,Initial UE Message,False,False,False,None,None
EVT-00003329,2025-10-01 19:12:25.973878,3102601000000222,mme-02.tmobile.net,CELL-0037,TAU,S1AP-201,310-260,TAC-4691,PDN connectivity failure - software bug,Attach Accept,False,False,False,None,None
EVT-00003330,2025-10-01 20:47:34.973878,3102601000000380,mme-02.tmobile.net,CELL-0011,Service Request,S1AP-201,310-490,TAC-2997,Service request timeout - HSS sync failure,TAU Accept,False,False,False,None,None
EVT-00003331,2025-10-01 19:58:41.973878,3102601000000394,mme-02.tmobile.net,CELL-0073,Attach,S1AP-201,310-800,TAC-8096,HSS unreachable during Attach - database sync issue,Handover Required,True,False,False,None,None
EVT-00003332,2025-10-01 19:33:07.973878,3102601000000126,mme-02.tmobile.net,CELL-0080,Service Request,S1AP-201,310-260,TAC-9569,Resource exhaustion on mme-02.tmobile.net - HSS sync failure,Uplink NAS Transport,False,False,False,None,None
EVT-00003333,2025-10-01 19:52:11.973878,3102601000000158,mme-02.tmobile.net,CELL-0057,Attach,S1AP-201,310-490,TAC-7772,Resource exhaustion on mme-02.tmobile.net - software bug,Initial UE Message,True,False,False,None,None
EVT-00003334,2025-10-01 20:19:17.973878,3102601000000380,mme-02.tmobile.net,CELL-0071,Service Request,NAS-302,310-260,TAC-6265,HSS unreachable during Service Request - database sync issue,Path Switch Request,False,False,False,None,None
EVT-00003335,2025-10-01 20:51:41.973878,3102601000000511,mme-02.tmobile.net,CELL-0080,TAU,S1AP-201,310-260,TAC-9095,Service request timeout - authentication timeout,S1 Setup Request,False,False,False,None,None
EVT-00003336,2025-10-01 20:09:46.973878,3102601000000094,mme-02.tmobile.net,CELL-0047,TAU,NAS-302,310-490,TAC-6504,Handover failure from CELL-0047 to CELL-0047 - insufficient resources,TAU Accept,False,False,False,None,None
