recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000586,USER-0002797,CONTENT-000718,Matches your preference for Uplifting storytelling with Moderate plots,"New release,Highly rated,Theme similarity",0.87420487345495,"Revenge quest,Parallel universes",2025-11-12 03:06:48.783598
REC-00000587,USER-0003781,CONTENT-000572,Popular among viewers who share your interest in Comedy and Survival,"Tone preference,Narrative complexity",0.9253871509363301,"Time travel,Redemption arc,Addiction recovery",2025-11-12 03:11:48.783598
REC-00000588,USER-0003741,CONTENT-000457,Similar to content you've watched with Post-apocalyptic themes,"Genre match,Similar viewing history,Director preference",0.7474045013529764,"Moral ambiguity,Generational conflict",2025-11-12 03:16:48.783598
REC-00000589,USER-0004283,CONTENT-000112,Popular among viewers who share your interest in Family and Class struggle,"Popular with similar users,Narrative complexity,Cast preference,Trending content",0.9238468807494408,"Revenge quest,Parallel universes",2025-11-12 03:21:48.783598
REC-00000590,USER-0000525,CONTENT-000617,Similar to content you've watched with Coming of age themes,"Trending content,Theme similarity,Director preference,Tone preference",0.8660407292138758,"Family dynamics,Betrayal,Social justice",2025-11-12 03:26:48.783598
REC-00000591,USER-0003291,CONTENT-000742,Recommended because you enjoyed similar Time travel themes in Fantasy content,"Theme similarity,Cast preference,Tone preference",0.8752041628242838,"Survival,Betrayal,Historical drama",2025-11-12 03:31:48.783598
REC-00000592,USER-0002929,CONTENT-000896,Similar to content you've watched with Parallel universes themes,"Genre match,Cast preference",0.6857211251651966,"Class struggle,Moral ambiguity,Mental health",2025-11-12 03:36:48.783598
REC-00000593,USER-0004684,CONTENT-000408,Based on your preference for Light tone and Very Complex narrative complexity,"Narrative complexity,Popular with similar users,Director preference,Cast preference",0.8538665132669866,"Addiction recovery,Friendship bonds",2025-11-12 03:41:48.783598
REC-00000594,USER-0003442,CONTENT-000949,Matches your preference for Uplifting storytelling with Simple plots,"Highly rated,Popular with similar users",0.7928366114581826,"Coming of age,Good vs evil",2025-11-12 03:46:48.783598
REC-00000595,USER-0000337,CONTENT-000016,Popular among viewers who share your interest in Horror and Historical drama,"Director preference,Completion rate",0.9189189297065079,"Mental health,Redemption arc",2025-11-12 03:51:48.783598
REC-00000596,USER-0002628,CONTENT-001655,Similar to content you've watched with Mental health themes,"Genre match,Popular with similar users,Trending content,Completion rate",0.7942210121517242,"Betrayal,Class struggle",2025-11-12 03:56:48.783598
REC-00000597,USER-0001400,CONTENT-001545,Similar to content you've watched with Time travel themes,"Popular with similar users,Genre match,Highly rated,Narrative complexity",0.9234131047098358,"Corporate intrigue,Artificial intelligence",2025-11-12 04:01:48.783598
REC-00000598,USER-0002044,CONTENT-000284,Popular among viewers who share your interest in Crime and Mental health,"Genre match,Tone preference,Popular with similar users",0.6655957631976822,"Time travel,Coming of age,Revenge quest",2025-11-12 04:06:48.783598
REC-00000599,USER-0001706,CONTENT-001792,Popular among viewers who share your interest in Action and Parallel universes,"Highly rated,Narrative complexity",0.8098050048529861,"Coming of age,Addiction recovery",2025-11-12 04:11:48.783598
REC-00000600,USER-0004043,CONTENT-001380,Matches your preference for Gritty storytelling with Simple plots,"Popular with similar users,Theme similarity",0.9673629201160511,"Generational conflict,Artificial intelligence",2025-11-12 04:16:48.783598
REC-00000601,USER-0003260,CONTENT-001790,Based on your preference for Gritty tone and Moderate narrative complexity,"Cast preference,Trending content",0.8095055875610713,"Post-apocalyptic,Time travel,Historical drama",2025-11-12 04:21:48.783598
REC-00000602,USER-0000694,CONTENT-001611,Recommended because you enjoyed similar Revenge quest themes in Action content,"Tone preference,Highly rated,Trending content",0.9496721889439526,"Mental health,Friendship bonds,Addiction recovery",2025-11-12 04:26:48.783598
REC-00000603,USER-0004596,CONTENT-001679,Popular among viewers who share your interest in Romance and Identity crisis,"Popular with similar users,Director preference,Theme similarity",0.7050861305416157,"Redemption arc,Parallel universes",2025-11-12 04:31:48.783598
REC-00000604,USER-0002386,CONTENT-000186,Based on your preference for Light tone and Simple narrative complexity,"Theme similarity,Popular with similar users",0.8077073349224405,"Political power,Love triangle,Friendship bonds",2025-11-12 04:36:48.783598
REC-00000605,USER-0004358,CONTENT-000462,Recommended because you enjoyed similar Moral ambiguity themes in Horror content,"New release,Highly rated,Tone preference",0.8873051208486437,"Good vs evil,Social justice",2025-11-12 04:41:48.783598
REC-00000606,USER-0000222,CONTENT-001655,Recommended because you enjoyed similar Addiction recovery themes in Thriller content,"Narrative complexity,New release",0.7084679223759648,"Redemption arc,Love triangle",2025-11-12 04:46:48.783598
REC-00000607,USER-0004503,CONTENT-000262,Matches your preference for Intense storytelling with Complex plots,"Highly rated,Tone preference,Cast preference,Popular with similar users",0.702835257271704,"Moral ambiguity,Betrayal,Historical drama",2025-11-12 04:51:48.783598
REC-00000608,USER-0003431,CONTENT-000524,Matches your preference for Gritty storytelling with Simple plots,"Cast preference,Theme similarity",0.9354827794702164,"Social justice,Addiction recovery,Redemption arc",2025-11-12 04:56:48.783598
REC-00000609,USER-0000999,CONTENT-001473,Recommended because you enjoyed similar Friendship bonds themes in Mystery content,"Trending content,Popular with similar users",0.8930202285685092,"Survival,Moral ambiguity",2025-11-12 05:01:48.783598
REC-00000610,USER-0001461,CONTENT-001839,Matches your preference for Gritty storytelling with Moderate plots,"Trending content,Theme similarity,Director preference",0.6512575504857623,"Historical drama,Generational conflict,Friendship bonds",2025-11-12 05:06:48.783598
REC-00000611,USER-0001471,CONTENT-001847,Popular among viewers who share your interest in Family and Parallel universes,"Completion rate,New release,Narrative complexity",0.7052898377804956,"Class struggle,Artificial intelligence,Time travel",2025-11-12 05:11:48.783598
REC-00000612,USER-0003225,CONTENT-000899,Matches your preference for Uplifting storytelling with Moderate plots,"Popular with similar users,Genre match,Similar viewing history,Cast preference",0.8258210315060014,"Friendship bonds,Artificial intelligence",2025-11-12 05:16:48.783598
REC-00000613,USER-0003856,CONTENT-001881,Similar to content you've watched with Political power themes,"Narrative complexity,Similar viewing history,Completion rate",0.7351005257610846,"Mental health,Revenge quest",2025-11-12 05:21:48.783598
REC-00000614,USER-0003115,CONTENT-001126,Popular among viewers who share your interest in Adventure and Post-apocalyptic,"Theme similarity,Cast preference,Tone preference",0.6615674000766351,"Generational conflict,Redemption arc",2025-11-12 05:26:48.783598
REC-00000615,USER-0001351,CONTENT-001294,Matches your preference for Light storytelling with Simple plots,"New release,Popular with similar users,Highly rated",0.7636971800717847,"Social justice,Survival,Love triangle",2025-11-12 05:31:48.783598
REC-00000616,USER-0002216,CONTENT-000282,Popular among viewers who share your interest in Mystery and Friendship bonds,"Narrative complexity,Similar viewing history,New release,Director preference",0.7431227553804144,"Class struggle,Addiction recovery,Love triangle",2025-11-12 05:36:48.783598
REC-00000617,USER-0001298,CONTENT-000379,Similar to content you've watched with Generational conflict themes,"Cast preference,Highly rated,New release,Trending content",0.7533072560629875,"Coming of age,Time travel",2025-11-12 05:41:48.783598
REC-00000618,USER-0003359,CONTENT-000805,Based on your preference for Gritty tone and Complex narrative complexity,"Similar viewing history,Theme similarity,Popular with similar users",0.7153693075761438,"Redemption arc,Revenge quest",2025-11-12 05:46:48.783598
REC-00000619,USER-0003299,CONTENT-000527,Recommended because you enjoyed similar Family dynamics themes in Action content,"Popular with similar users,Similar viewing history",0.8944356226611152,"Family dynamics,Class struggle",2025-11-12 05:51:48.783598
REC-00000620,USER-0000666,CONTENT-001976,Similar to content you've watched with Coming of age themes,"Popular with similar users,Narrative complexity",0.7690196523917712,"Coming of age,Historical drama,Friendship bonds",2025-11-12 05:56:48.783598
REC-00000621,USER-0003084,CONTENT-000057,Recommended because you enjoyed similar Family dynamics themes in Adventure content,"Tone preference,New release",0.8945948272696246,"Family dynamics,Time travel,Good vs evil",2025-11-12 06:01:48.783598
REC-00000622,USER-0001203,CONTENT-000373,Popular among viewers who share your interest in Adventure and Good vs evil,"Theme similarity,Similar viewing history",0.7820765320387701,"Political power,Mental health",2025-11-12 06:06:48.783598
REC-00000623,USER-0001245,CONTENT-000843,Matches your preference for Uplifting storytelling with Complex plots,"Completion rate,Genre match",0.6795613952840545,"Corporate intrigue,Identity crisis",2025-11-12 06:11:48.783598
REC-00000624,USER-0003375,CONTENT-001990,Similar to content you've watched with Historical drama themes,"Narrative complexity,Highly rated",0.8885665993946539,"Class struggle,Artificial intelligence",2025-11-12 06:16:48.783598
REC-00000625,USER-0003830,CONTENT-001247,Recommended because you enjoyed similar Class struggle themes in Horror content,"Narrative complexity,Highly rated",0.7319310494200907,"Betrayal,Class struggle,Good vs evil",2025-11-12 06:21:48.783598
REC-00000626,USER-0004235,CONTENT-000421,Matches your preference for Intense storytelling with Moderate plots,"Genre match,Trending content,Popular with similar users,Highly rated",0.8879764600049217,"Family dynamics,Friendship bonds,Survival",2025-11-12 06:26:48.783598
REC-00000627,USER-0003222,CONTENT-001739,Popular among viewers who share your interest in Crime and Artificial intelligence,"Tone preference,New release,Theme similarity,Trending content",0.6947961469990002,"Coming of age,Post-apocalyptic,Family dynamics",2025-11-12 06:31:48.783598
REC-00000628,USER-0002161,CONTENT-001874,Popular among viewers who share your interest in Family and Family dynamics,"Cast preference,Trending content",0.7081970654678557,"Post-apocalyptic,Redemption arc,Good vs evil",2025-11-12 06:36:48.783598
REC-00000629,USER-0002075,CONTENT-001236,Popular among viewers who share your interest in Romance and Parallel universes,"Theme similarity,New release,Highly rated",0.8791983379400115,"Friendship bonds,Time travel,Class struggle",2025-11-12 06:41:48.783598
REC-00000630,USER-0001114,CONTENT-001357,Popular among viewers who share your interest in Mystery and Identity crisis,"New release,Trending content,Completion rate",0.7805610656927944,"Historical drama,Mental health",2025-11-12 06:46:48.783598
REC-00000631,USER-0003979,CONTENT-001773,Recommended because you enjoyed similar Time travel themes in Fantasy content,"Director preference,Popular with similar users",0.9649456698079246,"Political power,Coming of age,Social justice",2025-11-12 06:51:48.783598
REC-00000632,USER-0004227,CONTENT-001704,Popular among viewers who share your interest in Romance and Survival,"Genre match,Trending content",0.80830916403734,"Redemption arc,Betrayal,Moral ambiguity",2025-11-12 06:56:48.783598
REC-00000633,USER-0001629,CONTENT-001360,Similar to content you've watched with Revenge quest themes,"Popular with similar users,Narrative complexity,Similar viewing history",0.7911717215362924,"Betrayal,Identity crisis",2025-11-12 07:01:48.783598
REC-00000634,USER-0000907,CONTENT-000229,Similar to content you've watched with Time travel themes,"Completion rate,Popular with similar users",0.6553849698467914,"Post-apocalyptic,Good vs evil",2025-11-12 07:06:48.783598
REC-00000635,USER-0002300,CONTENT-000268,Based on your preference for Whimsical tone and Complex narrative complexity,"Trending content,New release",0.7062541443396789,"Historical drama,Redemption arc,Identity crisis",2025-11-12 07:11:48.783598
