metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000001128,2025-11-08 23:59:00.424718,CELL-00029,34.35,46.39,3.012,95.66,95.15,95.23,98.76,735,21.25,0.571,71.28,99.262
MET-0000001129,2025-11-09 00:04:00.424718,CELL-00036,69.36,26.29,2.819,96.31,96.12,94.16,98.51,306,27.06,1.251,69.24,99.411
MET-0000001130,2025-11-09 00:09:00.424718,CELL-00017,77.86,33.4,1.943,96.31,96.78,98.39,98.84,767,17.57,0.466,85.55,99.929
MET-0000001131,2025-11-09 00:14:00.424718,CELL-00066,65.48,45.5,3.431,97.85,96.99,98.4,98.96,192,13.7,0.548,77.22,99.203
MET-0000001132,2025-11-09 00:19:00.424718,CELL-00113,28.81,52.23,2.205,96.14,96.49,93.36,97.97,718,22.22,0.02,83.6,99.143
MET-0000001133,2025-11-09 00:24:00.424718,CELL-00116,86.95,63.91,1.242,98.82,98.42,94.13,96.51,302,39.77,0.69,91.73,99.543
MET-0000001134,2025-11-09 00:29:00.424718,CELL-00147,65.16,16.8,0.108,96.48,98.21,96.66,96.24,478,35.16,0.514,82.33,99.585
MET-0000001135,2025-11-09 00:34:00.424718,CELL-00012,25.96,68.01,2.191,99.66,94.07,96.1,97.0,206,35.55,0.703,88.34,99.878
MET-0000001136,2025-11-09 00:39:00.424718,CELL-00112,86.71,53.54,0.639,97.23,96.08,98.61,99.2,58,16.28,1.445,94.16,99.67
MET-0000001137,2025-11-09 00:44:00.424718,CELL-00069,74.75,38.22,2.575,95.84,96.28,96.27,95.16,572,10.54,0.2,86.97,99.446
MET-0000001138,2025-11-09 00:49:00.424718,CELL-00125,83.12,35.81,1.198,97.54,99.39,93.69,96.48,102,6.65,0.421,97.0,99.71
MET-0000001139,2025-11-09 00:54:00.424718,CELL-00070,55.54,28.22,0.217,95.9,96.21,98.33,96.2,744,9.25,1.458,82.76,99.972
MET-0000001140,2025-11-09 00:59:00.424718,CELL-00139,69.51,68.99,0.447,95.18,94.18,95.08,95.98,232,23.23,0.888,61.69,99.298
MET-0000001141,2025-11-09 01:04:00.424718,CELL-00115,70.13,19.74,3.036,95.94,95.03,95.78,99.56,642,24.24,1.7,97.55,99.703
MET-0000001142,2025-11-09 01:09:00.424718,CELL-00056,69.44,26.21,1.448,99.12,97.25,94.35,98.47,94,32.94,1.056,90.5,99.558
MET-0000001143,2025-11-09 01:14:00.424718,CELL-00070,40.58,55.16,1.765,95.72,94.34,92.32,95.69,80,9.37,0.176,87.24,99.611
MET-0000001144,2025-11-09 01:19:00.424718,CELL-00047,58.96,51.9,3.476,99.68,95.27,98.1,96.37,350,31.77,1.715,97.36,99.296
MET-0000001145,2025-11-09 01:24:00.424718,CELL-00115,37.27,30.17,2.699,96.7,96.85,92.99,97.15,505,27.81,0.194,85.58,99.951
MET-0000001146,2025-11-09 01:29:00.424718,CELL-00068,22.56,69.16,1.787,98.41,98.14,92.08,98.66,764,33.48,1.698,87.94,99.387
MET-0000001147,2025-11-09 01:34:00.424718,CELL-00125,34.86,57.53,2.902,98.66,98.63,95.25,95.95,612,20.3,0.497,83.93,99.88
MET-0000001148,2025-11-09 01:39:00.424718,CELL-00109,69.19,50.62,2.142,96.65,96.29,94.2,95.98,558,19.12,0.152,92.01,99.936
MET-0000001149,2025-11-09 01:44:00.424718,CELL-00134,25.88,18.85,1.99,95.89,99.32,93.45,97.36,568,9.45,1.861,71.31,99.024
MET-0000001150,2025-11-09 01:49:00.424718,CELL-00083,83.54,24.33,0.668,96.16,97.43,95.09,98.57,291,32.84,0.091,78.25,99.384
MET-0000001151,2025-11-09 01:54:00.424718,CELL-00096,29.72,35.98,2.952,96.7,98.86,94.65,98.09,301,7.4,0.715,63.09,99.032
MET-0000001152,2025-11-09 01:59:00.424718,CELL-00105,65.42,24.76,2.612,96.9,95.85,93.62,95.37,779,21.54,0.862,81.34,99.754
MET-0000001153,2025-11-09 02:04:00.424718,CELL-00113,30.01,37.56,3.429,97.64,95.17,98.26,99.63,758,17.46,0.156,85.7,99.834
MET-0000001154,2025-11-09 02:09:00.424718,CELL-00050,46.32,39.43,1.381,97.19,95.5,94.55,97.76,792,30.79,0.433,84.86,99.381
MET-0000001155,2025-11-09 02:14:00.424718,CELL-00084,28.55,63.81,3.16,98.94,96.41,92.25,95.6,354,39.28,0.501,78.77,99.828
MET-0000001156,2025-11-09 02:19:00.424718,CELL-00112,88.41,38.21,1.007,98.06,97.13,96.14,96.07,649,18.79,1.311,80.43,99.234
MET-0000001157,2025-11-09 02:24:00.424718,CELL-00111,67.73,52.14,3.248,97.89,95.04,92.1,95.65,601,11.32,1.315,63.34,99.155
MET-0000001158,2025-11-09 02:29:00.424718,CELL-00007,30.61,27.24,2.197,98.72,95.34,93.93,95.05,158,48.83,0.216,85.25,99.806
MET-0000001159,2025-11-09 02:34:00.424718,CELL-00113,75.68,54.61,0.982,99.38,98.93,92.73,97.48,285,15.63,1.446,73.39,99.286
MET-0000001160,2025-11-09 02:39:00.424718,CELL-00052,76.1,64.23,1.784,99.0,99.33,92.08,96.45,215,23.38,1.376,67.89,99.615
MET-0000001161,2025-11-09 02:44:00.424718,CELL-00030,43.34,51.53,2.801,97.67,95.23,98.91,96.35,204,16.73,1.15,80.24,99.692
MET-0000001162,2025-11-09 02:49:00.424718,CELL-00017,45.62,64.11,0.312,95.11,96.61,94.47,97.03,290,34.17,1.684,72.24,99.677
MET-0000001163,2025-11-09 02:54:00.424718,CELL-00083,64.55,73.96,2.395,96.7,98.9,93.81,98.07,168,21.81,0.951,87.77,99.385
MET-0000001164,2025-11-09 02:59:00.424718,CELL-00115,68.76,40.43,2.672,99.16,99.45,98.23,99.04,405,22.76,1.338,64.72,99.52
MET-0000001165,2025-11-09 03:04:00.424718,CELL-00067,62.96,68.38,2.819,97.89,99.09,97.73,98.92,212,39.73,1.319,93.73,99.653
MET-0000001166,2025-11-09 03:09:00.424718,CELL-00066,56.24,39.89,1.757,95.05,95.61,94.58,97.42,553,31.25,1.815,66.84,99.424
MET-0000001167,2025-11-09 03:14:00.424718,CELL-00149,49.32,37.4,1.579,97.3,94.8,97.49,99.36,221,16.18,0.238,89.94,99.757
MET-0000001168,2025-11-09 03:19:00.424718,CELL-00078,82.66,24.53,0.478,99.21,98.2,98.69,96.89,680,19.02,0.421,78.26,99.184
MET-0000001169,2025-11-09 03:24:00.424718,CELL-00086,69.95,38.39,0.265,98.34,98.03,95.2,95.25,562,13.96,1.803,80.72,99.32
MET-0000001170,2025-11-09 03:29:00.424718,CELL-00072,84.57,41.9,1.313,96.04,97.04,96.32,98.74,588,31.75,1.615,75.58,99.5
MET-0000001171,2025-11-09 03:34:00.424718,CELL-00136,94.41,63.97,3.334,98.3,94.47,92.29,97.6,777,26.91,1.972,80.34,99.081
MET-0000001172,2025-11-09 03:39:00.424718,CELL-00145,39.31,64.86,2.129,97.09,95.85,93.71,95.29,445,25.45,0.626,77.27,99.359
MET-0000001173,2025-11-09 03:44:00.424718,CELL-00024,84.64,27.53,2.173,99.71,99.47,97.84,97.61,212,26.95,0.079,76.85,99.616
MET-0000001174,2025-11-09 03:49:00.424718,CELL-00047,54.22,17.36,2.881,98.52,95.3,95.57,96.21,165,7.6,0.193,64.3,99.624
MET-0000001175,2025-11-09 03:54:00.424718,CELL-00086,34.7,61.64,2.735,99.29,97.39,98.9,98.96,387,45.56,0.51,85.03,99.633
MET-0000001176,2025-11-09 03:59:00.424718,CELL-00063,91.63,60.4,2.093,99.53,98.07,93.77,98.14,414,27.59,1.845,89.66,99.301
MET-0000001177,2025-11-09 04:04:00.424718,CELL-00135,89.29,59.76,3.423,96.79,97.25,97.69,99.44,587,5.02,1.901,63.8,99.727
MET-0000001178,2025-11-09 04:09:00.424718,CELL-00020,81.46,57.06,2.58,97.81,99.44,94.8,95.27,735,30.63,1.002,97.19,99.945
MET-0000001179,2025-11-09 04:14:00.424718,CELL-00037,56.44,20.69,2.116,96.83,98.26,93.04,95.84,669,11.67,0.07,92.31,99.826
MET-0000001180,2025-11-09 04:19:00.424718,CELL-00045,93.2,22.25,2.484,96.46,99.23,96.44,95.45,241,36.0,0.246,71.57,99.743
MET-0000001181,2025-11-09 04:24:00.424718,CELL-00031,51.61,73.61,0.218,98.63,95.08,94.78,96.17,714,43.06,1.776,88.0,99.406
MET-0000001182,2025-11-09 04:29:00.424718,CELL-00137,55.09,77.85,2.134,96.03,97.03,92.59,99.3,280,20.37,1.094,76.6,99.823
MET-0000001183,2025-11-09 04:34:00.424718,CELL-00043,94.54,20.44,0.568,97.84,97.71,95.01,95.58,109,48.85,0.693,75.17,99.792
MET-0000001184,2025-11-09 04:39:00.424718,CELL-00086,22.96,43.96,0.951,95.12,98.55,92.07,99.21,743,40.5,0.859,85.32,99.459
MET-0000001185,2025-11-09 04:44:00.424718,CELL-00083,23.16,26.89,0.368,95.31,97.93,97.92,99.46,355,36.37,1.236,64.64,99.121
MET-0000001186,2025-11-09 04:49:00.424718,CELL-00085,38.57,21.57,2.313,95.11,94.71,93.3,99.39,612,21.55,0.743,91.4,99.153
MET-0000001187,2025-11-09 04:54:00.424718,CELL-00126,41.03,71.31,2.777,95.15,94.19,98.48,96.08,317,25.39,0.56,73.43,99.89
MET-0000001188,2025-11-09 04:59:00.424718,CELL-00114,34.26,70.54,1.894,95.53,97.59,94.82,98.79,167,42.54,0.532,92.91,99.114
MET-0000001189,2025-11-09 05:04:00.424718,CELL-00130,57.03,34.01,1.782,95.9,97.89,98.88,95.07,432,33.45,0.679,75.34,99.1
MET-0000001190,2025-11-09 05:09:00.424718,CELL-00009,90.09,70.59,1.771,96.13,98.01,98.22,99.14,663,36.08,0.384,77.35,99.77
MET-0000001191,2025-11-09 05:14:00.424718,CELL-00085,51.83,43.78,1.277,95.82,96.45,97.03,98.87,617,23.89,1.647,62.58,99.114
MET-0000001192,2025-11-09 05:19:00.424718,CELL-00100,73.15,49.04,2.685,95.24,95.99,97.85,98.98,648,44.83,0.06,87.85,99.71
MET-0000001193,2025-11-09 05:24:00.424718,CELL-00048,45.63,74.86,0.214,95.33,95.02,95.16,99.45,660,31.6,0.908,97.6,99.479
MET-0000001194,2025-11-09 05:29:00.424718,CELL-00140,54.85,65.09,0.175,98.66,94.31,97.15,95.33,211,6.13,1.828,73.49,99.481
MET-0000001195,2025-11-09 05:34:00.424718,CELL-00120,29.83,27.74,2.109,96.07,98.74,92.78,96.82,354,33.21,0.315,86.02,99.299
MET-0000001196,2025-11-09 05:39:00.424718,CELL-00049,79.6,18.22,1.044,96.88,96.22,93.91,96.71,721,17.42,0.509,90.41,99.558
MET-0000001197,2025-11-09 05:44:00.424718,CELL-00033,23.84,61.69,2.913,95.96,97.0,94.95,99.15,213,36.24,0.993,70.9,99.488
MET-0000001198,2025-11-09 05:49:00.424718,CELL-00026,71.72,30.88,1.81,96.52,95.05,95.33,95.64,795,43.82,0.005,68.61,99.872
MET-0000001199,2025-11-09 05:54:00.424718,CELL-00113,52.19,51.18,0.372,99.35,94.09,94.69,97.74,132,43.05,0.959,79.81,99.566
MET-0000001200,2025-11-09 05:59:00.424718,CELL-00144,94.42,18.74,2.533,98.49,94.2,96.65,99.4,318,24.33,0.06,69.72,99.618
MET-0000001201,2025-11-09 06:04:00.424718,CELL-00110,51.38,38.38,0.819,96.94,99.2,98.64,95.2,688,30.62,0.351,91.1,99.904
MET-0000001202,2025-11-09 06:09:00.424718,CELL-00056,38.64,50.83,0.779,99.25,94.5,93.35,96.98,628,29.47,0.361,89.44,99.443
MET-0000001203,2025-11-09 06:14:00.424718,CELL-00077,82.59,33.73,2.046,97.0,94.84,96.66,98.16,490,34.55,0.799,90.27,99.738
MET-0000001204,2025-11-09 06:19:00.424718,CELL-00063,26.65,36.83,1.566,95.08,96.28,98.86,96.53,711,8.76,1.316,62.79,99.299
MET-0000001205,2025-11-09 06:24:00.424718,CELL-00120,72.47,29.71,0.602,98.68,97.6,97.64,95.93,516,37.51,0.442,71.59,99.631
MET-0000001206,2025-11-09 06:29:00.424718,CELL-00094,56.63,33.04,2.579,95.89,95.96,93.11,95.15,681,42.67,0.924,68.57,99.801
MET-0000001207,2025-11-09 06:34:00.424718,CELL-00059,87.1,27.73,0.313,95.62,96.28,92.83,99.07,546,18.04,1.068,90.33,99.399
MET-0000001208,2025-11-09 06:39:00.424718,CELL-00126,93.54,18.54,2.351,98.72,95.77,95.58,98.77,465,20.52,1.775,88.03,99.29
MET-0000001209,2025-11-09 06:44:00.424718,CELL-00083,34.16,40.3,0.983,95.02,98.58,95.5,96.19,325,28.38,1.294,82.28,99.339
MET-0000001210,2025-11-09 06:49:00.424718,CELL-00067,75.21,38.11,2.177,97.81,94.59,97.45,97.25,304,47.0,0.545,78.77,99.746
MET-0000001211,2025-11-09 06:54:00.424718,CELL-00118,45.17,72.79,0.551,99.25,94.3,95.32,96.34,574,16.14,0.572,63.92,99.731
MET-0000001212,2025-11-09 06:59:00.424718,CELL-00008,85.76,62.29,0.559,99.14,99.23,93.43,95.14,696,26.63,1.249,63.56,99.287
MET-0000001213,2025-11-09 07:04:00.424718,CELL-00087,32.63,67.2,0.576,95.46,95.48,95.0,96.07,420,47.86,1.612,73.76,99.595
MET-0000001214,2025-11-09 07:09:00.424718,CELL-00045,90.88,22.77,0.924,96.44,95.94,95.22,95.37,549,14.58,1.684,83.97,99.351
MET-0000001215,2025-11-09 07:14:00.424718,CELL-00139,22.13,58.33,0.536,96.58,96.54,97.48,98.47,493,9.52,1.004,92.34,99.996
MET-0000001216,2025-11-09 07:19:00.424718,CELL-00117,49.8,54.78,3.007,98.29,98.49,97.12,99.72,796,49.73,1.328,72.83,99.45
MET-0000001217,2025-11-09 07:24:00.424718,CELL-00063,38.68,44.2,0.458,97.8,96.1,95.63,99.68,50,23.7,0.084,65.92,99.525
MET-0000001218,2025-11-09 07:29:00.424718,CELL-00073,59.99,73.36,2.85,95.02,96.7,95.88,96.51,481,13.03,0.463,60.21,99.413
MET-0000001219,2025-11-09 07:34:00.424718,CELL-00086,64.63,21.05,1.235,99.42,94.72,95.29,95.24,336,37.52,0.742,76.57,99.489
MET-0000001220,2025-11-09 07:39:00.424718,CELL-00016,78.19,29.21,3.09,95.14,94.27,96.5,99.01,241,10.69,0.608,92.5,99.585
MET-0000001221,2025-11-09 07:44:00.424718,CELL-00060,26.91,43.4,3.024,98.58,95.78,97.05,98.65,428,30.81,0.182,76.86,99.186
MET-0000001222,2025-11-09 07:49:00.424718,CELL-00100,28.67,33.06,3.18,95.12,95.76,95.15,96.75,573,9.81,1.385,96.15,99.416
MET-0000001223,2025-11-09 07:54:00.424718,CELL-00046,54.2,65.51,2.129,97.65,97.69,98.31,99.38,317,25.11,0.063,69.53,99.761
MET-0000001224,2025-11-09 07:59:00.424718,CELL-00008,53.3,34.1,2.189,95.67,95.47,97.75,96.22,297,23.4,1.504,81.68,99.845
MET-0000001225,2025-11-09 08:04:00.424718,CELL-00030,67.4,48.27,2.957,95.69,94.16,94.01,96.52,200,25.68,0.329,69.65,99.326
MET-0000001226,2025-11-09 08:09:00.424718,CELL-00113,82.23,27.11,0.5,97.34,96.11,93.64,99.1,74,15.33,0.889,86.07,99.741
MET-0000001227,2025-11-09 08:14:00.424718,CELL-00133,75.84,15.73,1.454,95.15,97.21,92.68,98.79,465,48.07,1.057,74.4,99.697
MET-0000001228,2025-11-09 08:19:00.424718,CELL-00004,58.49,40.76,0.978,97.29,94.46,94.5,99.53,240,19.48,0.554,61.57,99.042
MET-0000001229,2025-11-09 08:24:00.424718,CELL-00131,30.78,60.05,2.552,95.69,99.37,97.25,95.93,770,30.86,0.52,78.07,99.561
MET-0000001230,2025-11-09 08:29:00.424718,CELL-00085,38.84,70.76,2.586,98.43,98.24,95.74,95.36,242,35.94,1.209,89.85,99.659
MET-0000001231,2025-11-09 08:34:00.424718,CELL-00108,90.23,56.26,2.542,96.03,94.1,96.98,99.44,633,21.76,1.385,65.45,99.975
MET-0000001232,2025-11-09 08:39:00.424718,CELL-00035,35.67,16.36,1.472,97.46,96.64,97.28,96.97,501,48.81,1.534,68.75,99.646
MET-0000001233,2025-11-09 08:44:00.424718,CELL-00070,73.45,32.41,1.247,96.6,96.19,93.18,97.19,328,28.44,1.186,73.39,99.65
MET-0000001234,2025-11-09 08:49:00.424718,CELL-00148,45.29,39.96,2.44,97.83,97.18,97.14,95.1,288,44.78,1.553,72.33,99.369
MET-0000001235,2025-11-09 08:54:00.424718,CELL-00111,26.46,46.45,1.659,98.43,99.48,98.31,99.2,95,36.76,0.04,62.66,99.109
MET-0000001236,2025-11-09 08:59:00.424718,CELL-00053,20.92,49.34,2.105,98.44,95.3,92.08,99.43,512,16.23,1.045,71.25,99.352
MET-0000001237,2025-11-09 09:04:00.424718,CELL-00082,86.02,48.91,3.323,97.87,97.06,95.4,96.24,542,49.9,1.047,67.68,99.812
MET-0000001238,2025-11-09 09:09:00.424718,CELL-00010,28.46,57.81,0.127,95.62,94.4,98.73,95.73,341,5.98,1.413,84.37,99.49
MET-0000001239,2025-11-09 09:14:00.424718,CELL-00064,58.44,46.06,1.654,96.73,99.45,98.98,96.94,188,43.4,0.144,85.92,99.877
MET-0000001240,2025-11-09 09:19:00.424718,CELL-00134,58.16,50.17,0.579,99.28,94.12,98.76,99.05,474,20.07,0.529,93.89,99.629
MET-0000001241,2025-11-09 09:24:00.424718,CELL-00078,93.37,63.36,1.737,99.17,96.97,93.42,99.03,218,15.54,0.496,61.89,99.069
MET-0000001242,2025-11-09 09:29:00.424718,CELL-00052,60.55,62.07,2.688,96.01,99.27,94.68,99.1,652,47.73,0.782,96.98,99.224
MET-0000001243,2025-11-09 09:34:00.424718,CELL-00048,69.59,40.0,0.661,95.61,97.91,95.69,97.24,126,22.99,1.372,88.22,99.009
MET-0000001244,2025-11-09 09:39:00.424718,CELL-00089,82.06,52.58,2.477,98.3,97.46,93.73,97.1,564,24.52,0.088,90.33,99.431
MET-0000001245,2025-11-09 09:44:00.424718,CELL-00068,82.31,53.25,2.439,96.15,94.25,96.08,98.01,110,20.41,1.488,81.26,99.85
MET-0000001246,2025-11-09 09:49:00.424718,CELL-00109,84.87,42.29,2.974,95.28,96.97,94.12,95.46,224,29.78,1.434,70.47,99.327
MET-0000001247,2025-11-09 09:54:00.424718,CELL-00101,74.67,31.13,2.914,99.78,98.13,92.04,99.32,692,16.05,0.567,79.04,99.819
MET-0000001248,2025-11-09 09:59:00.424718,CELL-00076,86.78,67.09,0.484,99.11,99.32,93.74,95.19,768,21.43,0.665,62.39,99.725
MET-0000001249,2025-11-09 10:04:00.424718,CELL-00071,71.97,26.42,1.612,99.28,95.49,93.66,96.76,531,35.82,0.666,86.62,99.403
MET-0000001250,2025-11-09 10:09:00.424718,CELL-00090,67.3,79.38,2.022,97.08,95.41,93.01,98.95,725,30.93,0.303,81.02,99.473
MET-0000001251,2025-11-09 10:14:00.424718,CELL-00107,58.08,75.86,2.601,96.41,95.51,95.1,97.87,543,16.04,1.763,64.83,99.207
MET-0000001252,2025-11-09 10:19:00.424718,CELL-00005,37.3,34.82,0.145,98.9,94.81,93.25,96.91,131,38.92,1.862,86.55,99.365
MET-0000001253,2025-11-09 10:24:00.424718,CELL-00036,57.36,26.43,2.062,98.12,95.76,98.87,98.93,84,26.16,0.399,67.4,99.468
MET-0000001254,2025-11-09 10:29:00.424718,CELL-00148,81.51,25.07,1.561,95.65,96.55,97.31,98.42,307,33.05,1.431,85.08,99.665
MET-0000001255,2025-11-09 10:34:00.424718,CELL-00104,31.79,56.52,2.789,96.59,96.01,93.62,97.24,536,7.34,1.325,60.48,99.428
MET-0000001256,2025-11-09 10:39:00.424718,CELL-00126,75.58,69.32,2.901,95.3,98.46,95.92,95.5,584,45.38,0.272,80.79,99.344
MET-0000001257,2025-11-09 10:44:00.424718,CELL-00033,54.35,70.09,1.712,98.41,98.52,92.65,98.93,515,21.3,1.123,78.81,99.107
MET-0000001258,2025-11-09 10:49:00.424718,CELL-00023,83.72,59.25,1.431,96.82,96.24,97.35,97.01,661,36.69,1.62,79.93,99.185
MET-0000001259,2025-11-09 10:54:00.424718,CELL-00004,38.84,52.59,3.477,95.16,97.92,96.66,96.69,234,12.19,1.89,97.39,99.912
MET-0000001260,2025-11-09 10:59:00.424718,CELL-00139,44.36,15.77,0.149,98.31,95.21,93.05,95.97,479,35.4,1.23,61.1,99.183
MET-0000001261,2025-11-09 11:04:00.424718,CELL-00120,66.58,68.65,2.005,97.03,95.13,93.68,98.24,131,42.88,0.142,69.84,99.816
MET-0000001262,2025-11-09 11:09:00.424718,CELL-00122,36.51,36.12,3.23,97.28,95.99,98.84,96.81,505,19.62,0.567,90.32,99.082
MET-0000001263,2025-11-09 11:14:00.424718,CELL-00101,49.14,58.95,1.58,99.15,95.05,97.66,98.6,381,44.98,1.829,73.48,99.246
MET-0000001264,2025-11-09 11:19:00.424718,CELL-00041,41.8,49.15,0.145,96.88,95.35,97.76,95.62,278,49.51,1.974,66.08,99.935
MET-0000001265,2025-11-09 11:24:00.424718,CELL-00064,35.66,70.98,2.888,99.63,94.87,92.97,98.12,491,33.01,1.692,82.28,99.89
MET-0000001266,2025-11-09 11:29:00.424718,CELL-00064,38.04,75.75,3.456,95.93,95.94,93.58,95.32,172,28.93,0.777,83.48,99.078
MET-0000001267,2025-11-09 11:34:00.424718,CELL-00090,54.91,30.38,2.076,97.72,95.06,95.32,97.62,58,41.52,1.329,94.79,99.817
MET-0000001268,2025-11-09 11:39:00.424718,CELL-00079,90.81,16.59,2.288,96.95,94.48,97.72,96.67,540,13.81,1.465,70.55,99.911
MET-0000001269,2025-11-09 11:44:00.424718,CELL-00098,60.65,18.11,0.698,99.6,94.99,98.13,98.61,590,15.7,0.964,69.31,99.958
MET-0000001270,2025-11-09 11:49:00.424718,CELL-00051,83.25,17.23,2.446,97.42,97.84,92.28,96.29,696,30.85,0.621,84.66,99.927
MET-0000001271,2025-11-09 11:54:00.424718,CELL-00068,43.65,51.54,2.19,98.61,95.11,93.86,97.41,509,36.18,0.758,96.02,99.21
MET-0000001272,2025-11-09 11:59:00.424718,CELL-00113,73.97,46.31,0.998,96.69,98.36,92.95,97.75,566,13.07,1.933,76.72,99.772
MET-0000001273,2025-11-09 12:04:00.424718,CELL-00046,49.24,78.65,2.451,95.65,95.26,92.45,95.82,642,33.65,1.949,90.89,99.055
MET-0000001274,2025-11-09 12:09:00.424718,CELL-00102,87.04,27.87,2.444,96.09,94.28,97.39,97.71,116,5.52,0.343,67.45,99.212
MET-0000001275,2025-11-09 12:14:00.424718,CELL-00050,39.13,29.23,3.209,95.97,96.32,94.85,95.2,250,27.2,1.934,77.28,99.287
MET-0000001276,2025-11-09 12:19:00.424718,CELL-00033,86.41,16.51,2.817,99.44,96.69,92.82,98.77,446,33.39,0.366,60.22,99.774
MET-0000001277,2025-11-09 12:24:00.424718,CELL-00096,27.11,58.89,3.118,99.12,94.98,94.06,98.82,395,39.3,1.814,67.96,99.932
MET-0000001278,2025-11-09 12:29:00.424718,CELL-00123,59.49,36.13,1.549,95.68,95.01,96.53,99.38,241,26.7,0.777,75.81,99.823
MET-0000001279,2025-11-09 12:34:00.424718,CELL-00001,81.25,78.08,2.828,98.16,99.3,95.42,99.02,730,44.27,1.894,75.38,99.97
MET-0000001280,2025-11-09 12:39:00.424718,CELL-00144,81.09,45.0,1.894,96.46,96.17,96.61,96.51,631,23.94,0.049,72.55,99.186
MET-0000001281,2025-11-09 12:44:00.424718,CELL-00001,55.5,32.47,2.417,95.36,97.13,98.97,96.0,238,13.69,0.648,63.83,99.434
MET-0000001282,2025-11-09 12:49:00.424718,CELL-00087,72.21,20.05,0.247,99.61,95.03,97.26,97.01,203,15.29,0.688,82.84,99.766
MET-0000001283,2025-11-09 12:54:00.424718,CELL-00149,79.29,18.46,3.427,98.79,96.7,96.27,97.11,398,6.25,1.232,76.29,99.404
MET-0000001284,2025-11-09 12:59:00.424718,CELL-00148,85.37,66.23,1.476,98.85,95.85,95.94,99.62,195,49.97,1.267,75.69,99.134
MET-0000001285,2025-11-09 13:04:00.424718,CELL-00114,50.96,22.57,0.943,97.04,95.12,97.29,98.31,209,10.38,0.842,65.63,99.631
MET-0000001286,2025-11-09 13:09:00.424718,CELL-00071,30.15,54.83,2.843,97.92,94.37,95.05,98.35,149,41.38,1.479,73.14,99.826
MET-0000001287,2025-11-09 13:14:00.424718,CELL-00073,52.42,71.84,0.128,97.22,99.46,96.14,96.04,768,5.38,1.109,87.71,99.942
MET-0000001288,2025-11-09 13:19:00.424718,CELL-00070,52.3,19.43,1.316,99.5,97.09,98.25,95.68,616,31.08,1.717,67.93,99.756
MET-0000001289,2025-11-09 13:24:00.424718,CELL-00118,42.72,31.62,3.026,95.84,95.34,98.17,98.32,566,47.55,1.936,63.75,99.638
MET-0000001290,2025-11-09 13:29:00.424718,CELL-00147,75.77,68.62,2.294,97.12,94.84,96.4,95.73,120,48.7,0.234,90.3,99.285
MET-0000001291,2025-11-09 13:34:00.424718,CELL-00046,60.24,15.63,2.394,97.55,94.59,93.49,95.1,651,21.71,0.323,71.51,99.777
MET-0000001292,2025-11-09 13:39:00.424718,CELL-00057,50.64,41.59,2.001,98.74,96.33,96.26,97.85,553,39.29,1.425,82.47,99.857
MET-0000001293,2025-11-09 13:44:00.424718,CELL-00077,60.43,51.37,3.35,95.99,99.15,96.19,97.68,798,42.12,0.482,84.9,99.665
MET-0000001294,2025-11-09 13:49:00.424718,CELL-00063,41.51,65.42,1.771,98.33,95.05,98.85,98.19,727,49.45,0.296,74.27,99.337
MET-0000001295,2025-11-09 13:54:00.424718,CELL-00125,44.89,35.36,2.322,96.04,96.96,92.99,96.48,508,40.74,0.437,70.15,99.802
MET-0000001296,2025-11-09 13:59:00.424718,CELL-00083,23.53,42.48,3.035,95.7,97.7,96.32,97.74,256,22.72,0.506,94.29,99.102
MET-0000001297,2025-11-09 14:04:00.424718,CELL-00031,63.27,71.9,3.114,98.53,97.39,92.27,98.92,387,34.03,0.104,84.62,99.949
MET-0000001298,2025-11-09 14:09:00.424718,CELL-00147,92.85,62.84,0.904,95.18,97.22,94.39,96.68,456,24.76,1.907,84.56,99.262
MET-0000001299,2025-11-09 14:14:00.424718,CELL-00061,91.08,30.9,3.479,99.88,96.93,98.12,99.22,387,41.26,1.839,77.81,99.96
MET-0000001300,2025-11-09 14:19:00.424718,CELL-00106,40.83,39.62,1.49,97.47,97.6,97.19,97.85,358,7.66,0.211,63.95,99.933
MET-0000001301,2025-11-09 14:24:00.424718,CELL-00110,84.64,53.61,0.132,97.4,94.08,92.42,99.79,287,10.63,1.507,78.93,99.102
MET-0000001302,2025-11-09 14:29:00.424718,CELL-00150,50.04,64.73,2.594,99.08,99.45,93.7,95.69,723,19.14,0.128,92.75,99.799
MET-0000001303,2025-11-09 14:34:00.424718,CELL-00067,38.51,40.77,0.653,97.6,95.93,93.54,99.5,523,23.1,1.195,72.19,99.613
MET-0000001304,2025-11-09 14:39:00.424718,CELL-00098,53.18,54.46,2.453,99.76,95.66,98.11,98.36,475,44.53,0.793,76.66,99.012
MET-0000001305,2025-11-09 14:44:00.424718,CELL-00034,90.28,39.79,1.105,97.45,98.19,98.33,96.97,203,37.42,1.57,81.04,99.848
MET-0000001306,2025-11-09 14:49:00.424718,CELL-00044,82.56,31.8,0.746,98.92,99.08,94.81,99.05,351,45.41,1.345,95.1,99.007
